2018-09-02 17:18:22 INFO  TestBase:146 - navigating to :-https://in.puma.com/
2018-09-03 12:50:50 INFO  TestBase:261 - Home button is dispalyed and object is:-[[ChromeDriver: chrome on XP (e3c7c1bc69ac3e46ce98d0570c349b48)] -> xpath: //div[@class='skip-links-inner']/a[1]]
2018-09-03 12:50:50 INFO  TC_Purchase_Of_MenRunningShoes:82 - ============= Finished login to the puma application===========
2018-09-03 12:50:51 INFO  TC_Purchase_Of_MenRunningShoes:93 - ============= Strting tcNavigateTo_Men_RunningShoes===========
2018-09-03 12:50:54 INFO  TestBase:261 - Clicked on men running shoes.
2018-09-03 12:50:55 INFO  TC_Purchase_Of_MenRunningShoes:98 - ============= Finished tcNavigateTo_Men_RunningShoes===========
2018-09-03 12:50:55 INFO  TC_Purchase_Of_MenRunningShoes:109 - ============= Strting tcClcikOnSecondShoe_AndSwitchToCartPage===========
2018-09-03 12:50:56 INFO  TestBase:261 - clicked on 2nd shoes and new window lauunch for carting and object is:-[[ChromeDriver: chrome on XP (e3c7c1bc69ac3e46ce98d0570c349b48)] -> xpath: //div[@class='category-products']/ul[1]/li[2]]
2018-09-03 12:50:57 INFO  TestBase:261 - Window switch to cart window.
2018-09-03 12:50:58 INFO  TestBase:261 - Window switch to cart window.
2018-09-03 12:50:59 INFO  TC_Purchase_Of_MenRunningShoes:114 - ============= Finished tcClcikOnSecondShoe_AndSwitchToCartPage===========
2018-09-03 12:51:00 INFO  TC_Purchase_Of_MenRunningShoes:128 - ============= Strting tcSelectSizeAndQuantity===========
2018-09-03 12:51:01 INFO  TestBase:261 - Clicked on size selection button and size list panel appeared
2018-09-03 12:51:02 INFO  TestBase:261 - Clicked on specific size and selected size appear in the box.
2018-09-03 12:51:03 INFO  TC_Purchase_Of_MenRunningShoes:143 - ============= Strting tcAddToCartSelectedProduct===========
2018-09-03 12:52:13 INFO  TestBase:261 - Click on add to cart button to add product in cart and object is:-Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='add-to-cart']//button'
2018-09-03 12:52:14 INFO  TC_Purchase_Of_MenRunningShoes:148 - ============= Finished tcAddToCartSelectedProduct===========
2018-09-03 12:52:14 INFO  TC_Purchase_Of_MenRunningShoes:162 - ============= Strting tcValidateCartWithProductNamePriceAndQuantity===========
2018-09-03 12:52:14 INFO  TestBase:261 - Actual page tiltle for cart is same as expected.
2018-09-03 12:52:15 INFO  TestBase:261 - Product name appear on main page is same as Cart page and object is:-[[ChromeDriver: chrome on XP (e3c7c1bc69ac3e46ce98d0570c349b48)] -> xpath: //table[@id='shopping-cart-table']/tbody/tr/td[2]/h2/a]
2018-09-03 12:52:16 INFO  TestBase:261 - Product Price appear on main page is same as Cart page and object is:-[[ChromeDriver: chrome on XP (e3c7c1bc69ac3e46ce98d0570c349b48)] -> xpath: //table[@id='shopping-cart-table']/tbody/tr/td[3]/span/span]
2018-09-03 12:52:21 INFO  TestBase:299 - browser closed
